fecha,region,canal,categoria,producto,vendedor,unidades,precio_unitario,descuento,total_venta,satisfaccion
2025-08-08,Valle del Cauca,E-commerce,Bebidas,Agua saborizada,D. Mejía,10,7400.0,0.05,70300.0,2.9
2025-10-07,Santander,Marketplace,Café,Cápsulas x20,L. Gómez,6,25900.0,0.1,139860.0,3.0
2026-02-16,Valle del Cauca,Marketplace,Snacks,Barra de cereal,C. Ramírez,19,9200.0,0.0,174800.0,3.8
2025-09-03,Valle del Cauca,Marketplace,Snacks,Barra de cereal,C. Ramírez,13,9600.0,0.05,118560.0,4.8
2026-04-23,Eje Cafetero,Tienda física,Bebidas,Té frío 500ml,D. Mejía,25,6400.0,0.05,152000.0,3.7
2026-01-25,Atlántico,E-commerce,Bebidas,Agua saborizada,D. Mejía,31,8100.0,0.05,238545.0,4.2
2025-12-04,Antioquia,Marketplace,Cuidado,Shampoo sólido,J. Peña,15,26800.0,0.05,381900.0,3.7
2026-04-16,Antioquia,Tienda física,Snacks,Mix de frutos secos,C. Ramírez,18,8700.0,0.0,156600.0,4.7
2025-09-28,Eje Cafetero,Tienda física,Bebidas,Té frío 500ml,J. Peña,6,6300.0,0.0,37800.0,4.2
2025-12-01,Antioquia,E-commerce,Snacks,Barra de cereal,D. Mejía,1,15300.0,0.1,13770.0,4.2
2026-07-17,Eje Cafetero,E-commerce,Café,Café molido 500g,D. Mejía,3,32300.0,0.1,87210.0,3.6
2025-11-04,Santander,E-commerce,Snacks,Chips de plátano,J. Peña,13,12300.0,0.1,143910.0,4.9
2025-08-12,Antioquia,Marketplace,Snacks,Mix de frutos secos,A. Rojas,14,8200.0,0.0,114800.0,3.9
2026-07-17,Valle del Cauca,Tienda física,Cuidado,Shampoo sólido,L. Gómez,16,20000.0,0.15,272000.0,4.2
2025-10-25,Santander,Marketplace,Snacks,Chips de plátano,J. Peña,20,9800.0,0.0,196000.0,2.8
2025-10-25,Atlántico,Distribuidor,Cuidado,Shampoo sólido,J. Peña,21,18000.0,0.0,378000.0,3.8
2026-02-08,Antioquia,E-commerce,Cuidado,Crema corporal,A. Rojas,13,19800.0,0.15,218790.0,3.6
2025-12-30,Antioquia,Marketplace,Café,Café molido 500g,A. Rojas,23,36900.0,0.15,721395.0,3.3
2025-10-05,Santander,Distribuidor,Café,Café en grano 1kg,A. Rojas,27,27400.0,0.1,665820.0,4.5
2025-09-01,Antioquia,Distribuidor,Café,Café molido 500g,J. Peña,9,25500.0,0.05,218025.0,3.3
2026-06-07,Eje Cafetero,Distribuidor,Snacks,Chips de plátano,C. Ramírez,19,9400.0,0.15,151810.0,3.3
2026-06-06,Valle del Cauca,Marketplace,Bebidas,Agua saborizada,A. Rojas,10,7100.0,0.0,71000.0,4.1
2026-07-31,Santander,Marketplace,Snacks,Chips de plátano,C. Ramírez,11,10100.0,0.1,99990.0,3.1
2026-07-09,Antioquia,Distribuidor,Café,Café en grano 1kg,M. Torres,10,26700.0,0.0,267000.0,4.9
2026-01-16,Eje Cafetero,Marketplace,Cuidado,Shampoo sólido,S. Vargas,1,20000.0,0.0,20000.0,4.6
2026-02-27,Eje Cafetero,Tienda física,Bebidas,Agua saborizada,A. Rojas,10,7200.0,0.1,64800.0,3.7
2025-08-12,Atlántico,Distribuidor,Cuidado,Jabón artesanal,S. Vargas,18,18500.0,0.15,283050.0,4.3
2026-08-02,Antioquia,E-commerce,Snacks,Mix de frutos secos,S. Vargas,21,11100.0,0.0,233100.0,3.9
2025-12-18,Santander,Distribuidor,Snacks,Barra de cereal,C. Ramírez,3,13800.0,0.05,39330.0,3.3
2025-10-05,Antioquia,Distribuidor,Cuidado,Crema corporal,C. Ramírez,12,17600.0,0.15,179520.0,3.7
2026-01-04,Santander,Tienda física,Snacks,Chips de plátano,D. Mejía,13,8800.0,0.1,102960.0,3.3
2026-02-16,Valle del Cauca,Tienda física,Snacks,Mix de frutos secos,J. Peña,26,9300.0,0.0,241800.0,4.8
2026-04-16,Valle del Cauca,Marketplace,Cuidado,Crema corporal,C. Ramírez,17,19500.0,0.1,298350.0,4.7
2026-03-15,Atlántico,Marketplace,Snacks,Mix de frutos secos,M. Torres,18,9700.0,0.0,174600.0,
2026-02-07,Atlántico,Marketplace,Cuidado,Crema corporal,J. Peña,7,18500.0,0.0,129500.0,3.5
2026-06-30,Bogotá,Tienda física,Cuidado,Shampoo sólido,M. Torres,7,22300.0,0.0,156100.0,4.1
2026-06-02,Valle del Cauca,E-commerce,Cuidado,Crema corporal,D. Mejía,11,20100.0,0.0,221100.0,3.2
2025-11-11,Atlántico,Distribuidor,Café,Café molido 500g,C. Ramírez,21,40800.0,0.1,771120.0,4.9
2025-09-02,Valle del Cauca,Tienda física,Bebidas,Té frío 500ml,L. Gómez,14,6900.0,0.15,82110.0,3.1
2026-04-24,Atlántico,Distribuidor,Cuidado,Crema corporal,C. Ramírez,20,20000.0,0.0,400000.0,3.9
2026-05-27,Antioquia,E-commerce,Café,Café en grano 1kg,C. Ramírez,24,28900.0,0.05,658920.0,3.8
2025-09-11,Santander,Marketplace,Cuidado,Crema corporal,D. Mejía,12,17800.0,0.0,213600.0,3.4
2025-09-15,Bogotá,Marketplace,Snacks,Barra de cereal,S. Vargas,24,11200.0,0.0,268800.0,
2026-05-28,Eje Cafetero,Marketplace,Café,Café molido 500g,A. Rojas,14,26400.0,0.0,369600.0,4.1
2026-01-05,Eje Cafetero,E-commerce,Cuidado,Crema corporal,J. Peña,8,19500.0,0.0,156000.0,3.6
2026-06-28,Antioquia,Marketplace,Bebidas,Agua saborizada,S. Vargas,27,6500.0,0.0,175500.0,3.6
2026-03-28,Antioquia,Tienda física,Snacks,Mix de frutos secos,A. Rojas,16,8700.0,0.0,139200.0,3.9
2026-05-25,Valle del Cauca,Tienda física,Cuidado,Shampoo sólido,C. Ramírez,5,17700.0,0.0,88500.0,3.8
2026-06-15,Valle del Cauca,Distribuidor,Cuidado,Crema corporal,L. Gómez,3,20400.0,0.0,61200.0,3.4
2026-01-04,Antioquia,Tienda física,Café,Café en grano 1kg,L. Gómez,9,30700.0,0.0,276300.0,4.3
2026-03-11,Santander,Distribuidor,Snacks,Chips de plátano,S. Vargas,1,9200.0,0.1,8280.0,3.2
2025-08-16,Valle del Cauca,Tienda física,Snacks,Chips de plátano,C. Ramírez,19,9200.0,0.15,148580.0,3.2
2026-06-25,Atlántico,E-commerce,Cuidado,Jabón artesanal,S. Vargas,9,21100.0,0.0,189900.0,5.0
2025-12-12,Bogotá,Distribuidor,Café,Café en grano 1kg,L. Gómez,9,51200.0,0.0,460800.0,3.3
2026-06-27,Atlántico,Distribuidor,Bebidas,Té frío 500ml,S. Vargas,6,6800.0,0.05,38760.0,3.3
2025-09-03,Atlántico,E-commerce,Bebidas,Agua saborizada,D. Mejía,22,6900.0,0.0,151800.0,4.0
2026-08-01,Atlántico,Tienda física,Café,Café en grano 1kg,A. Rojas,4,26800.0,0.0,107200.0,3.1
2026-04-15,Atlántico,Tienda física,Bebidas,Jugo natural 1L,D. Mejía,10,6700.0,0.1,60300.0,3.0
2025-10-15,Santander,Marketplace,Snacks,Barra de cereal,M. Torres,10,9700.0,0.05,92150.0,5.0
2026-02-02,Eje Cafetero,Tienda física,Snacks,Mix de frutos secos,M. Torres,22,8400.0,0.0,184800.0,3.5
2026-07-16,Valle del Cauca,E-commerce,Café,Café en grano 1kg,M. Torres,9,31500.0,0.0,283500.0,4.4
2025-09-10,Eje Cafetero,E-commerce,Snacks,Chips de plátano,C. Ramírez,15,9500.0,0.0,142500.0,2.8
2026-05-13,Bogotá,E-commerce,Cuidado,Shampoo sólido,L. Gómez,12,26000.0,0.05,296400.0,3.8
2025-08-27,Valle del Cauca,Tienda física,Bebidas,Jugo natural 1L,D. Mejía,14,6900.0,0.05,91770.0,3.3
2025-11-26,Antioquia,Distribuidor,Cuidado,Jabón artesanal,A. Rojas,9,26200.0,0.05,224010.0,3.8
2026-05-23,Eje Cafetero,Distribuidor,Cuidado,Crema corporal,M. Torres,10,18700.0,0.05,177650.0,3.8
2026-05-05,Atlántico,Distribuidor,Cuidado,Shampoo sólido,J. Peña,13,18000.0,0.1,210600.0,3.4
2026-04-07,Bogotá,Distribuidor,Cuidado,Shampoo sólido,M. Torres,23,23000.0,0.0,529000.0,4.8
2026-01-10,Santander,E-commerce,Bebidas,Té frío 500ml,S. Vargas,21,7400.0,0.0,155400.0,4.2
2026-03-01,Antioquia,E-commerce,Bebidas,Jugo natural 1L,A. Rojas,10,7100.0,0.0,71000.0,3.9
2026-01-20,Atlántico,Tienda física,Cuidado,Shampoo sólido,D. Mejía,16,18800.0,0.05,285760.0,3.9
2025-11-13,Bogotá,Marketplace,Cuidado,Shampoo sólido,A. Rojas,18,29300.0,0.1,474660.0,4.0
2026-03-07,Bogotá,Marketplace,Café,Café molido 500g,M. Torres,16,38700.0,0.0,619200.0,4.3
2026-06-09,Atlántico,E-commerce,Café,Cápsulas x20,A. Rojas,9,35100.0,0.1,284310.0,3.4
2026-04-01,Bogotá,Distribuidor,Cuidado,Jabón artesanal,L. Gómez,12,23900.0,0.0,286800.0,3.5
2025-09-13,Atlántico,Tienda física,Cuidado,Crema corporal,A. Rojas,10,18300.0,0.05,173850.0,4.6
2026-03-30,Valle del Cauca,Distribuidor,Café,Café en grano 1kg,C. Ramírez,6,31300.0,0.0,187800.0,4.3
2025-10-03,Antioquia,E-commerce,Café,Café molido 500g,M. Torres,1,30700.0,0.05,29165.0,4.9
2026-07-21,Santander,Marketplace,Café,Café molido 500g,M. Torres,7,29100.0,0.15,173145.0,4.1
2025-10-19,Antioquia,Marketplace,Café,Café en grano 1kg,J. Peña,8,28500.0,0.1,205200.0,4.5
2026-03-14,Antioquia,Marketplace,Cuidado,Crema corporal,S. Vargas,1,18900.0,0.0,18900.0,4.1
2026-07-26,Bogotá,E-commerce,Cuidado,Shampoo sólido,M. Torres,18,26300.0,0.0,473400.0,3.7
2026-03-01,Valle del Cauca,Marketplace,Bebidas,Agua saborizada,J. Peña,7,6100.0,0.1,38430.0,3.5
2026-03-08,Valle del Cauca,Marketplace,Cuidado,Crema corporal,D. Mejía,8,20400.0,0.0,163200.0,4.5
2026-07-21,Bogotá,Marketplace,Cuidado,Shampoo sólido,D. Mejía,5,24600.0,0.0,123000.0,3.5
2025-12-30,Bogotá,Marketplace,Café,Café molido 500g,A. Rojas,10,49300.0,0.0,493000.0,4.9
2026-06-23,Antioquia,Tienda física,Snacks,Mix de frutos secos,D. Mejía,1,9900.0,0.15,8415.0,4.7
2025-12-28,Eje Cafetero,E-commerce,Bebidas,Té frío 500ml,D. Mejía,17,10100.0,0.1,154530.0,3.5
2025-09-15,Antioquia,Distribuidor,Café,Cápsulas x20,D. Mejía,23,29100.0,0.1,602370.0,3.7
2025-11-27,Valle del Cauca,Distribuidor,Snacks,Chips de plátano,A. Rojas,16,13600.0,0.0,217600.0,3.2
2026-06-20,Antioquia,Tienda física,Bebidas,Té frío 500ml,D. Mejía,12,6700.0,0.0,80400.0,4.0
2026-01-28,Bogotá,E-commerce,Cuidado,Crema corporal,L. Gómez,31,27100.0,0.0,840100.0,4.3
2025-12-04,Bogotá,Marketplace,Snacks,Mix de frutos secos,L. Gómez,9,17300.0,0.0,155700.0,3.4
2025-12-12,Santander,Marketplace,Cuidado,Jabón artesanal,L. Gómez,17,26500.0,0.0,450500.0,4.2
2025-09-14,Eje Cafetero,Distribuidor,Cuidado,Crema corporal,C. Ramírez,20,18800.0,0.15,319600.0,4.8
2025-09-14,Santander,Tienda física,Bebidas,Té frío 500ml,M. Torres,19,7000.0,0.0,133000.0,3.2
2026-07-01,Santander,Distribuidor,Café,Cápsulas x20,S. Vargas,11,31700.0,0.0,348700.0,3.2
2026-07-05,Antioquia,Distribuidor,Snacks,Chips de plátano,A. Rojas,10,8800.0,0.1,79200.0,4.8
2025-09-23,Atlántico,E-commerce,Bebidas,Jugo natural 1L,S. Vargas,14,6900.0,0.1,86940.0,4.5
2025-12-21,Eje Cafetero,Marketplace,Snacks,Chips de plátano,A. Rojas,7,12100.0,0.05,80465.0,4.4
2025-12-16,Valle del Cauca,Marketplace,Café,Cápsulas x20,A. Rojas,2,38200.0,0.0,76400.0,
2026-07-27,Valle del Cauca,Marketplace,Snacks,Chips de plátano,J. Peña,13,8400.0,0.0,109200.0,4.0
2026-02-19,Atlántico,Tienda física,Bebidas,Jugo natural 1L,C. Ramírez,22,7500.0,0.0,165000.0,4.8
2025-08-28,Valle del Cauca,Tienda física,Bebidas,Té frío 500ml,J. Peña,28,6800.0,0.05,180880.0,3.3
2026-03-31,Valle del Cauca,E-commerce,Cuidado,Shampoo sólido,D. Mejía,22,19900.0,0.15,372130.0,4.2
2026-01-26,Valle del Cauca,Marketplace,Bebidas,Agua saborizada,M. Torres,7,7200.0,0.0,50400.0,4.1
2026-04-11,Valle del Cauca,E-commerce,Snacks,Chips de plátano,M. Torres,10,10500.0,0.0,105000.0,3.7
2026-07-12,Eje Cafetero,Distribuidor,Bebidas,Agua saborizada,C. Ramírez,12,7200.0,0.0,86400.0,4.4
2026-03-07,Antioquia,Tienda física,Snacks,Mix de frutos secos,M. Torres,28,9000.0,0.15,214200.0,4.4
2026-05-02,Bogotá,E-commerce,Bebidas,Jugo natural 1L,J. Peña,5,9500.0,0.05,45125.0,3.0
2025-08-11,Santander,Tienda física,Snacks,Barra de cereal,J. Peña,12,8800.0,0.1,95040.0,3.6
2026-07-05,Antioquia,E-commerce,Snacks,Mix de frutos secos,C. Ramírez,9,10500.0,0.0,94500.0,4.6
2026-07-27,Santander,Distribuidor,Cuidado,Jabón artesanal,A. Rojas,23,20700.0,0.15,404685.0,4.9
2026-04-23,Valle del Cauca,E-commerce,Bebidas,Jugo natural 1L,J. Peña,10,8100.0,0.05,76950.0,4.0
2025-11-07,Santander,Distribuidor,Snacks,Chips de plátano,J. Peña,13,11200.0,0.15,123760.0,4.8
2025-12-04,Santander,Tienda física,Cuidado,Jabón artesanal,S. Vargas,17,24200.0,0.15,349690.0,4.9
2025-12-24,Atlántico,Distribuidor,Café,Cápsulas x20,A. Rojas,1,42300.0,0.15,35955.0,4.2
2025-09-18,Valle del Cauca,E-commerce,Bebidas,Jugo natural 1L,S. Vargas,7,7900.0,0.0,55300.0,3.4
2025-12-22,Atlántico,Marketplace,Bebidas,Té frío 500ml,D. Mejía,28,8800.0,0.05,234080.0,3.8
2026-02-24,Valle del Cauca,Tienda física,Bebidas,Agua saborizada,A. Rojas,1,6300.0,0.05,5985.0,3.4
2026-07-10,Bogotá,Distribuidor,Café,Cápsulas x20,D. Mejía,4,39500.0,0.15,134300.0,4.3
2026-05-21,Atlántico,E-commerce,Cuidado,Jabón artesanal,D. Mejía,24,19500.0,0.15,397800.0,3.7
2026-07-02,Antioquia,Tienda física,Bebidas,Jugo natural 1L,S. Vargas,23,7000.0,0.15,136850.0,3.4
2026-06-01,Santander,Tienda física,Bebidas,Té frío 500ml,C. Ramírez,8,6000.0,0.1,43200.0,
2026-05-22,Valle del Cauca,Marketplace,Café,Café molido 500g,D. Mejía,16,28300.0,0.05,430160.0,4.8
2026-01-19,Atlántico,Marketplace,Bebidas,Té frío 500ml,J. Peña,18,6000.0,0.05,102600.0,4.6
2026-06-11,Antioquia,Marketplace,Bebidas,Jugo natural 1L,S. Vargas,16,6600.0,0.1,95040.0,4.6
2025-08-18,Valle del Cauca,Tienda física,Café,Café en grano 1kg,D. Mejía,1,28000.0,0.0,28000.0,3.8
2026-05-10,Atlántico,Marketplace,Cuidado,Shampoo sólido,D. Mejía,27,17200.0,0.1,417960.0,3.4
2026-05-31,Santander,E-commerce,Cuidado,Crema corporal,L. Gómez,13,23000.0,0.1,269100.0,3.7
2026-02-02,Santander,Marketplace,Café,Café en grano 1kg,S. Vargas,13,25400.0,0.15,280670.0,4.9
2025-12-26,Antioquia,Distribuidor,Café,Cápsulas x20,S. Vargas,2,38800.0,0.0,77600.0,
2026-07-12,Antioquia,Distribuidor,Café,Café molido 500g,M. Torres,6,28600.0,0.1,154440.0,3.5
2025-11-12,Antioquia,E-commerce,Cuidado,Crema corporal,L. Gómez,15,32200.0,0.15,410550.0,4.1
2026-05-31,Santander,Distribuidor,Snacks,Mix de frutos secos,C. Ramírez,1,8700.0,0.15,7395.0,4.9
2026-03-13,Antioquia,Distribuidor,Cuidado,Jabón artesanal,C. Ramírez,13,20800.0,0.0,270400.0,5.0
2026-02-15,Eje Cafetero,Tienda física,Bebidas,Té frío 500ml,A. Rojas,21,7300.0,0.0,153300.0,2.8
2025-11-07,Bogotá,E-commerce,Cuidado,Shampoo sólido,A. Rojas,20,32200.0,0.0,644000.0,3.2
2025-08-29,Eje Cafetero,Distribuidor,Cuidado,Crema corporal,M. Torres,13,21600.0,0.05,266760.0,4.0
2025-08-29,Antioquia,Distribuidor,Snacks,Chips de plátano,D. Mejía,15,9900.0,0.0,148500.0,4.7
2026-06-17,Valle del Cauca,E-commerce,Bebidas,Agua saborizada,L. Gómez,17,8100.0,0.0,137700.0,3.9
2025-08-30,Antioquia,Marketplace,Bebidas,Té frío 500ml,A. Rojas,17,7400.0,0.05,119510.0,
2026-01-26,Santander,Distribuidor,Bebidas,Agua saborizada,D. Mejía,22,6600.0,0.0,145200.0,3.5
2026-03-28,Valle del Cauca,E-commerce,Cuidado,Jabón artesanal,C. Ramírez,14,21000.0,0.0,294000.0,4.1
2025-12-27,Santander,Tienda física,Snacks,Chips de plátano,,13,13500.0,0.0,175500.0,5.0
2025-12-14,Antioquia,Distribuidor,Café,Cápsulas x20,S. Vargas,5,35300.0,0.05,167675.0,3.6
2025-10-17,Atlántico,Tienda física,Cuidado,Crema corporal,S. Vargas,12,18400.0,0.15,187680.0,3.3
2026-03-11,Bogotá,Distribuidor,Snacks,Mix de frutos secos,M. Torres,12,11100.0,0.15,113220.0,3.3
2026-01-08,Santander,Tienda física,Café,Cápsulas x20,S. Vargas,23,25600.0,0.15,500480.0,2.9
2025-08-14,Bogotá,Tienda física,Café,Cápsulas x20,L. Gómez,18,33400.0,0.0,601200.0,4.9
2026-02-10,Santander,E-commerce,Café,Café molido 500g,L. Gómez,8,33900.0,0.0,271200.0,2.9
2026-01-06,Valle del Cauca,Tienda física,Snacks,Barra de cereal,L. Gómez,20,8200.0,0.1,147600.0,3.9
2026-07-26,Eje Cafetero,E-commerce,Café,Café en grano 1kg,S. Vargas,17,28700.0,0.1,439110.0,3.9
2025-08-09,Bogotá,Tienda física,Bebidas,Agua saborizada,M. Torres,24,9200.0,0.0,220800.0,2.9
2025-12-06,Santander,E-commerce,Bebidas,Agua saborizada,D. Mejía,17,9700.0,0.1,148410.0,4.2
2026-02-25,Atlántico,Marketplace,Snacks,Barra de cereal,S. Vargas,12,9200.0,0.15,93840.0,3.5
2025-09-30,Antioquia,Distribuidor,Café,Café molido 500g,C. Ramírez,9,30200.0,0.05,258210.0,4.9
2025-12-19,Santander,Marketplace,Bebidas,Agua saborizada,J. Peña,9,9900.0,0.0,89100.0,4.4
2025-11-10,Atlántico,Tienda física,Snacks,Barra de cereal,D. Mejía,14,11100.0,0.0,155400.0,3.6
2026-04-20,Antioquia,Distribuidor,Snacks,Chips de plátano,S. Vargas,13,10100.0,0.0,131300.0,4.9
2025-12-15,Antioquia,E-commerce,Cuidado,Shampoo sólido,J. Peña,21,27900.0,0.0,585900.0,3.8
2025-11-26,Eje Cafetero,Distribuidor,Café,Cápsulas x20,S. Vargas,1,36500.0,0.1,32850.0,3.5
2025-08-13,Atlántico,Tienda física,Cuidado,Shampoo sólido,A. Rojas,1,18300.0,0.0,18300.0,3.7
2026-03-19,Antioquia,Distribuidor,Bebidas,Agua saborizada,S. Vargas,20,5900.0,0.0,118000.0,
2026-03-13,Bogotá,Marketplace,Bebidas,Jugo natural 1L,J. Peña,12,8000.0,0.0,96000.0,3.2
2025-12-12,Atlántico,Distribuidor,Snacks,Barra de cereal,C. Ramírez,21,13700.0,0.0,287700.0,3.4
2025-11-06,Valle del Cauca,Distribuidor,Snacks,Barra de cereal,D. Mejía,7,12600.0,0.1,79380.0,5.0
2025-11-10,Santander,Distribuidor,Bebidas,Agua saborizada,S. Vargas,20,8400.0,0.0,168000.0,3.6
2026-05-06,Bogotá,Marketplace,Snacks,Mix de frutos secos,J. Peña,10,12600.0,0.15,107100.0,2.8
2026-04-21,Valle del Cauca,Distribuidor,Cuidado,Jabón artesanal,C. Ramírez,23,20500.0,0.1,424350.0,3.2
2026-02-15,Eje Cafetero,Marketplace,Cuidado,Crema corporal,A. Rojas,15,21300.0,0.0,319500.0,3.6
2026-07-08,Eje Cafetero,Marketplace,Café,Café en grano 1kg,D. Mejía,20,27400.0,0.0,548000.0,3.7
2025-09-23,Antioquia,E-commerce,Bebidas,Agua saborizada,,10,7600.0,0.0,76000.0,3.6
2026-03-18,Antioquia,Marketplace,Bebidas,Jugo natural 1L,D. Mejía,5,6400.0,0.15,27200.0,3.0
2025-09-28,Santander,Marketplace,Snacks,Barra de cereal,L. Gómez,21,8600.0,0.0,180600.0,3.4
2026-06-29,Eje Cafetero,Tienda física,Snacks,Mix de frutos secos,L. Gómez,12,9300.0,0.0,111600.0,
2025-10-06,Santander,Distribuidor,Snacks,Chips de plátano,S. Vargas,11,8200.0,0.0,90200.0,2.8
2025-08-16,Valle del Cauca,Marketplace,Bebidas,Jugo natural 1L,D. Mejía,12,7000.0,0.15,71400.0,4.5
2025-11-12,Santander,E-commerce,Café,Café en grano 1kg,D. Mejía,14,41200.0,0.15,490280.0,3.1
2025-10-22,Antioquia,Distribuidor,Café,Cápsulas x20,S. Vargas,17,27700.0,0.0,470900.0,3.2
2026-06-12,Valle del Cauca,E-commerce,Café,Café en grano 1kg,J. Peña,13,32900.0,0.1,384930.0,5.0
2025-10-31,Bogotá,Distribuidor,Cuidado,Shampoo sólido,J. Peña,3,26700.0,0.0,80100.0,4.5
2026-02-10,Bogotá,E-commerce,Café,Café en grano 1kg,S. Vargas,8,43100.0,0.05,327560.0,3.5
2026-03-31,Bogotá,E-commerce,Café,Café molido 500g,M. Torres,12,40900.0,0.05,466260.0,3.9
2026-02-03,Atlántico,Tienda física,Bebidas,Agua saborizada,J. Peña,9,7100.0,0.1,57510.0,5.0
2026-05-14,Valle del Cauca,E-commerce,Bebidas,Jugo natural 1L,D. Mejía,15,7200.0,0.0,108000.0,4.1
2025-11-18,Santander,Tienda física,Snacks,Chips de plátano,L. Gómez,6,12500.0,0.0,75000.0,4.0
2025-11-09,Eje Cafetero,Marketplace,Bebidas,Jugo natural 1L,A. Rojas,17,8000.0,0.0,136000.0,3.5
2026-01-04,Atlántico,Marketplace,Snacks,Chips de plátano,C. Ramírez,5,8700.0,0.15,36975.0,4.7
2025-09-29,Valle del Cauca,E-commerce,Snacks,Chips de plátano,C. Ramírez,7,9200.0,0.0,64400.0,4.2
2026-03-17,Atlántico,Distribuidor,Snacks,Barra de cereal,L. Gómez,9,10200.0,0.05,87210.0,4.2
2026-02-20,Atlántico,E-commerce,Snacks,Barra de cereal,M. Torres,21,9000.0,0.05,179550.0,3.6
2026-01-24,Antioquia,Marketplace,Café,Café molido 500g,C. Ramírez,10,28300.0,0.0,283000.0,4.1
2026-03-28,Santander,Tienda física,Snacks,Mix de frutos secos,D. Mejía,14,10300.0,0.0,144200.0,3.2
2026-04-21,Santander,E-commerce,Snacks,Barra de cereal,C. Ramírez,16,9900.0,0.05,150480.0,3.0
2025-12-15,Valle del Cauca,Tienda física,Bebidas,Té frío 500ml,C. Ramírez,17,9200.0,0.0,156400.0,
2025-12-24,Atlántico,Distribuidor,Café,Café en grano 1kg,A. Rojas,22,34900.0,0.15,652630.0,4.9
2025-11-10,Antioquia,E-commerce,Café,Cápsulas x20,C. Ramírez,19,39700.0,0.0,754300.0,3.0
2026-07-27,Valle del Cauca,E-commerce,Bebidas,Jugo natural 1L,D. Mejía,12,7700.0,0.0,92400.0,3.2
2026-06-18,Atlántico,Distribuidor,Cuidado,Jabón artesanal,C. Ramírez,18,21400.0,0.0,385200.0,5.0
2025-08-16,Atlántico,Distribuidor,Snacks,Barra de cereal,S. Vargas,3,8400.0,0.1,22680.0,2.9
2025-12-07,Eje Cafetero,Distribuidor,Café,Cápsulas x20,D. Mejía,23,38100.0,0.0,876300.0,4.3
2026-07-07,Antioquia,E-commerce,Snacks,Barra de cereal,C. Ramírez,12,10800.0,0.0,129600.0,3.2
2025-08-26,Santander,E-commerce,Bebidas,Té frío 500ml,A. Rojas,29,7500.0,0.0,217500.0,4.6
2026-07-21,Bogotá,Tienda física,Bebidas,Agua saborizada,J. Peña,1,8700.0,0.0,8700.0,
2025-08-28,Atlántico,Marketplace,Cuidado,Jabón artesanal,A. Rojas,9,21000.0,0.0,189000.0,5.0
2026-06-12,Santander,E-commerce,Snacks,Chips de plátano,S. Vargas,12,10300.0,0.15,105060.0,3.0
2025-08-11,Bogotá,Marketplace,Cuidado,Crema corporal,A. Rojas,17,25600.0,0.1,391680.0,4.9
2025-12-11,Atlántico,Distribuidor,Bebidas,Jugo natural 1L,S. Vargas,9,8600.0,0.0,77400.0,3.6
2026-03-16,Valle del Cauca,Marketplace,Bebidas,Jugo natural 1L,S. Vargas,10,6300.0,0.0,63000.0,4.4
2026-01-26,Eje Cafetero,Marketplace,Café,Café molido 500g,M. Torres,12,27900.0,0.05,318060.0,4.1
2026-03-14,Eje Cafetero,Distribuidor,Cuidado,Crema corporal,L. Gómez,16,18400.0,0.1,264960.0,4.8
2025-10-03,Bogotá,Distribuidor,Snacks,Chips de plátano,D. Mejía,23,12600.0,0.0,289800.0,3.2
2026-05-15,Valle del Cauca,Distribuidor,Snacks,Chips de plátano,L. Gómez,17,10000.0,0.15,144500.0,
2025-10-25,Bogotá,Tienda física,Bebidas,Agua saborizada,J. Peña,15,8200.0,0.15,104550.0,4.8
2025-12-31,Antioquia,Distribuidor,Bebidas,Té frío 500ml,J. Peña,19,9200.0,0.05,166060.0,3.2
2025-08-08,Antioquia,E-commerce,Café,Café en grano 1kg,C. Ramírez,14,29100.0,0.0,407400.0,4.2
2026-04-21,Bogotá,Distribuidor,Bebidas,Té frío 500ml,J. Peña,16,8300.0,0.0,132800.0,3.8
2026-07-17,Bogotá,Tienda física,Cuidado,Crema corporal,C. Ramírez,9,21900.0,0.0,197100.0,4.6
2025-09-07,Antioquia,E-commerce,Café,Café molido 500g,D. Mejía,6,32800.0,0.0,196800.0,4.0
2025-11-05,Antioquia,Distribuidor,Cuidado,Shampoo sólido,S. Vargas,18,25800.0,0.0,464400.0,3.0
2026-01-08,Santander,E-commerce,Cuidado,Crema corporal,J. Peña,25,23200.0,0.15,493000.0,3.3
2026-03-18,Eje Cafetero,Distribuidor,Café,Café molido 500g,J. Peña,28,29400.0,0.05,782040.0,3.6
2026-05-14,Valle del Cauca,Distribuidor,Bebidas,Jugo natural 1L,S. Vargas,17,7100.0,0.0,120700.0,3.4
2026-01-27,Eje Cafetero,E-commerce,Snacks,Chips de plátano,S. Vargas,18,9400.0,0.0,169200.0,4.2
2026-01-16,Antioquia,Distribuidor,Café,Cápsulas x20,J. Peña,14,28300.0,0.0,396200.0,4.9
2026-04-27,Eje Cafetero,Marketplace,Snacks,Barra de cereal,J. Peña,17,10200.0,0.0,173400.0,4.5
2026-03-08,Bogotá,Tienda física,Café,Cápsulas x20,D. Mejía,9,35500.0,0.0,319500.0,3.7
2025-11-03,Atlántico,E-commerce,Cuidado,Crema corporal,J. Peña,20,29000.0,0.1,522000.0,4.4
2025-11-27,Atlántico,E-commerce,Snacks,Barra de cereal,M. Torres,11,12900.0,0.1,127710.0,4.5
2026-02-15,Valle del Cauca,Distribuidor,Café,Café molido 500g,D. Mejía,8,31400.0,0.0,251200.0,3.5
